,0,1
98,Academy of Performing Arts in Prague,2
99,Universita Politecnica delle Marche,2
100,LAUM,2
101,Ilmenau University of Technology,2
102,Perkins Coie,2
103,Leeds Beckett University,2
104,Second Floor Music,2
105,"University of California, San Diego",2
106,Lawo AG,2
107,YouTooCanWoo,1
108,Harvard University,1
109,"Department of Photonics Engineering, Technical University of Denmark",1
110,Queens University Belfast,1
111,scopeaudio,1
112,Owl Fiber Optics,1
113,Ross Video / COVELOZ Technologies,1
114,New Audio Technology GmbH,1
115,University of Pittsburgh,1
116,Rational Acoustics LLC,1
117,Audio Engineer-Producer and Founder of The Creator’s Suite,1
118,Avila Brothers,1
119,Gateway Mastering Studios,1
120,Aarhus University,1
121,NARAS P&E Wing,1
122,CLIR,1
123,"Juniper Post, Inc.",1
124,Respawn Entertainment/EA,1
125,Afterlight Inc.,1
126,Dennis Baxter Sound,1
127,Univ. of Illinois at Urbana-Champaign,1
128,Aalborg University,1
129,Studio Instrument Rentals/Mastering Boutique,1
130,Bowers & Wilkins,1
131,The Formosa Group,1
132,Luleå University of Technology,1
133,Harpex Ltd,1
134,SIA Acoustics,1
135,Award Winning Producer,1
136,Leaff Engineering,1
137,"HP Labs., Inc.",1
138,Entercom.com,1
139,Traffic Entertainment Group,1
140,Real World Studios,1
141,"Jay-Z, Kanye West",1
142,Fraunhofer USA Digital Media Technologies,1
143,msm-studios GmbH,1
144,The Surf Shack Studio,1
145,Germano Studio,1
146,"Global Brand Strategist, Meyer Sound",1
147,"Senior Product Manager, Shure Inc.",1
148,Westward Music Group Inc.,1
149,Women’s Audio Mission,1
150,Swineshead Productions LLC,1
151,Rensselear Polytechnic Institute,1
152,Michael Brauer,1
153,University of Agder,1
154,AT&T,1
155,Eidos Montreal,1
156,EBB-consult,1
157,DPA Microphones,1
158,"DDEX, Pandora, Recording Academy",1
159,Audio Group,1
160,Shure Incorporated,1
161,Univeresità Politecnica delle Marche,1
162,Universal Hip-Hop Museum,1
163,MathWorks,1
164,Bose Corporation,1
165,PBS,1
166,Minnesota Public Radio | American Public Media,1
167,Gigantic Software,1
168,ORF,1
169,EBU,1
170,National University of Lanús,1
171,Deep Groove Mono,1
172,Multiple Grammy-winning Engineer,1
173,JVC Media LLC,1
174,ORA Graphine Audio Inc.,1
175,Radio France,1
176,DTV Audio Group,1
177,CNRS-UMR9912/STMS,1
178,"Producer, mixer, engineer",1
179,Mega-Acoustic,1
180,"Manhattan Sound Technicians, Inc.",1
181,Mix This!,1
182,SMPTE NY Section Chair,1
183,ARiA Acoustics,1
184,University of Surrey,1
185,Middle Tennessee State Univ.,1
186,Kansas City Kansas Community College,1
187,off-beat-open-hats recording & sound reinforcement,1
188,University of Michigan,1
189,Western Audio Engineering Ltd.,1
190,Auckland,1
191,Bridge Sound and Stage,1
192,Mosaic Records,1
193,Center for Computer Research in Music and Acoustics,1
194,Audio Precision,1
195,Christian McBride,1
196,"Qualcomm Technologies, Inc.",1
197,Consumer Technology Association,1
198,"Sorbonne Université, Paris",1
199,"Chief Engineer, Stitcher",1
200,Flavorlab,1
201,XPERI Corporation/HD Radio,1
202,Mathworks,1
203,"Senior Sound Designer, People Can Fly",1
204,"International Audio Laboratories Erlangen, a joint institution of Universität Erlangen-Nürnberg and Fraunhofer IIS",1
205,"SUNY Potsdam, Crane School of Music",1
206,Verizon,1
207,"Engineer, producer",1
208,Wheatstone,1
209,Philharmonia Orchestra,1
210,The Recording Academy,1
211,"Executive Chariman, Focusrite PLC",1
212,JetWave Wireless,1
213,Friedrich Alexander University,1
214,mh acoustics,1
215,Rocket Science,1
216,University of Technology Sydney,1
217,SAE Institute,1
218,"Shure Market Development & Michael Mason, President of CP Communications",1
219,"CEO, iZotope",1
220,The Benedum Center,1
221,The Center for Hip-Hop Advocacy,1
222,EPFL,1
223,DTS/Xperi Corp.,1
224,WGBH,1
225,Sound & Communications,1
226,Retired,1
227,The Living Room,1
228,Soundtrack Film & Television,1
229,Capital City Sound,1
230,Sweetwater,1
231,Northeast Radio Watch,1
232,Mauricio Gargel Audio Mastering,1
233,Mix Messiah Productions,1
234,Audio Engineering Society,1
235,Université du Maine,1
236,Klippel GmbH,1
237,DirectOut,1
238,Skyline Entertainment and Publishing,1
239,Tool Shed Studios,1
240,Akai Professional,1
241,Clean Wireless,1
242,DIY Recording Equipment,1
243,Delta Sound Labs,1
244,Osiris Studio,1
245,David Griesinger Acoustics,1
246,HKU University of the Arts,1
247,Grimm Audio,1
248,NTT Communicatin Science Labs,1
249,Telos Alliance,1
250,South Seas Broadcasting Corp.,1
251,recording engineer/producer and audio educator,1
252,"The University of Hartford, The Hartt School",1
253,ALC NetworX GmbH,1
254,AIMS Audio Group Chairman,1
255,Plangent Processes,1
256,Ambidio,1
257,Produce Like a Pro,1
258,"Seattle, WA, USA",1
259,Excelsior Audio,1
260,AFMG,1
261,Equity Sound Investments,1
262,Jay-Z & Alicia Keys/Erykah Badu/Will Smith,1
263,Qu-Bit Electronix,1
264,ICEpower a/s,1
265,"Founder, MediaBridge Capital",1
266,County Analytics Ltd,1
267,"Recording Engineer and Producer, Director of Music Recording and Scoring, Skywalker Sound",1
268,Steve Jordan Recording,1
269,Women in Live Music,1
270,Little Underground,1
271,1.618 Digital,1
272,University Of West London,1
273,Heba Kadry Mastering,1
274,Berklee NYC,1
275,Optoacoustics,1
276,d&b audiotechnik GmbH,1
277,"Audio Director, Avalanche Studios",1
278,Harman Becker Automotive Systems GmbH.,1
279,Tarquin Studios,1
280,Digital Domain Mastering,1
281,"Sorbonne Université, CNRS, Institut Jean Le Rond d'Alembert",1
282,Kean Consultants LLC,1
283,Cavell Mertz & Associates,1
284,"Bedford Hills, NY, USA",1
285,Executive Director SoundGirls.org,1
286,Spelman College,1
287,"New York, NY, USA",1
288,Audinate,1
289,Gwangju Institute of Science and Tech,1
290,Rochester Institute of Technology,1
291,IUPUI,1
292,"CAPCOM Co., Ltd.",1
293,Menlo Scientific Ltd.,1
294,University of Queensland,1
295,"Legendary GRAMMY nominated guitarist, songwriter and producer",1
296,Central Sound at Arizona PBS,1
297,Arizona State University,1
298,European Broadcasting Union,1
299,"WWS Sound, Sony Interactive Entertainment",1
300,Remark Music Ltd.,1
301,Netflix,1
302,UMG,1
303,Professional Audio Design,1
304,Emerson College,1
305,Muki International,1
306,"Drake, J. Cole, Offset, Teyana Taylor",1
307,DeLab Consulting,1
308,Clockworks Signal Processing LLC,1
309,Kaps Audio Production Services,1
310,Mixymaster,1
311,West Point Band,1
312,"Director of Archives, New York Public Radio",1
313,WSDG Partner/Project Manager,1
314,Adamson Systems Engineering,1
315,Solotech,1
316,National Association of Broadcasters,1
317,Samsung Electronics,1
318,"Executive Director at Real Industry, Lecturer at Stanford University",1
319,American Tower,1
320,University of Indianapolis,1
321,The Chelsea Music Festival,1
322,PD Squared,1
323,"Sr. Dir. of Business Development & Marketing, Waves Audio",1
324,Antelope Audio,1
325,2L,1
326,Michigan Technological University,1
327,The Producers Group,1
328,Glenn Sound Inc.,1
329,University of West London,1
330,Mix LA,1
331,SPANK Studios,1
332,Grammy and Latin Grammy Award winning Engineer & Producer,1
333,Ultimate Breaks and Beats,1
334,"Power Grid Planning Center, Guandgong Power Grid Company",1
335,"Gateway Mastering Studios, Inc.",1
336,"iZotope, Inc.",1
337,"Flashpoint Chicago, a campus of Columbia College Hollywood",1
338,PACSYS Limited,1
339,B&C Speakers S.p.A.,1
340,"Professional Audio Design, Inc.",1
341,NBC Universal,1
342,Electronic Music Collective,1
343,Source Elements,1
344,CIRMMT,1
345,"Schulich School of Music, McGill University",1
346,Ask Industries S.p.A.,1
347,Unhinged Industries,1
348,Andres Mayo Mastering & Audio Post,1
349,University of Maryland,1
350,Israel,1
351,The Mixtape Museum/Columbia University,1
352,Hip-Hop Hacks,1
353,MicParts.com,1
354,Roswell Pro Audio,1
355,Radio World,1
356,"University of Victoria, School of Music",1
357,Carpenter Technology Corporation,1
358,Le Mans Université,1
359,Sky Labs Brentwood,1
360,Diffusion Magazine,1
361,Fraunhofer Institute for Digital Media Technology,1
362,Jungle City Studios,1
363,BBC Research & Development,1
364,Steady State Fate,1
365,Core Sound LLC,1
366,Technical University of Ilmenau,1
367,Harmonic Power Conversion LLC,1
368,Krix Loudspeakers,1
369,360 Music Lab,1
370,ONFUTURE Ltd.,1
371,SONA Corp.,1
372,The College of New Jersey,1
373,"Immersion Music, Inc.",1
374,Metro,1
375,independent sound designer,1
376,Silent Work LLC,1
377,NTT Service Evolution Laboratories,1
378,Ford Motor Company,1
379,WSDG,1
380,Mixer/Engineer,1
381,CNRS Centre Georg Simmel,1
382,"Olson Sound Design, LLC",1
383,"AFMG Services North America, LLC",1
384,Orban Labs Inc.,1
385,Bonneville International,1
386,Università Politecnica delle Marche,1
387,Ott House Audio,1
388,R&D Team,1
389,King Mongkut's Institute of Technology Ladkrabang,1
390,francetélévisions,1
391,"Uncivil, Another Round",1
392,Omnivore Records,1
393,"Piper Payne, Mastering Engineer, Infrasonic Sound",1
394,North Carolina State University,1
395,Waves,1
396,"Qualcomm, Advanced Tech R&D",1
397,ICEpower A/S,1
398,Sound Engineer- Elvis Costello,1
399,MixingMusicLive.com,1
400,University of Southhampton,1
401,Producer Engineer Sweetwater Sound,1
402,Rupert Neve Designs,1
403,sE Electronics,1
404,Gdansk University of Technology,1
405,Hear Candy Mastering,1
406,NAB,1
407,Kore Audio Design LLC,1
408,Audiomatica Srl,1
409,Global Positioning Services,1
410,Digital Audio Arts,1
411,School for Advanced Studies in the Social Sciences,1
412,Studio DMI,1
413,Darcy Proper Mastering at Valhalla Studios,1
414,Alex Psaroudakis Mastering,1
415,Record Executive/Producer/Mixer,1
416,RafterMarsh US,1
417,Nevion,1
418,CP Communications,1
419,Psy,1
420,Harvard Medical School,1
421,Starz Entertainment,1
422,Coast Mastering,1
423,The Tape Project,1
424,Musical Director,1
425,MARS,1
426,Rossum Electro-Music LLC,1
427,"Universal Audio, Inc",1
428,"Sounddesigner & Composer, Pen o Three",1
429,Webster University,1
430,"Turner Sports Vice President, Operations and Technology, Turner Sports",1
431,Tohoku University,1
432,"Saturday Night Live, Good Morning America",1
433,"Fishbone Productions, Inc.",1
434,AfterHours Studios,1
435,Mick Sound Lab,1
436,SUNY Buffalo State,1
437,Strange Weather Studio,1
438,Friedrich-Alexander-University,1
439,St. John's University,1
440,Fraunhofer Institute for Digital Media technology,1
441,Drexel University,1
442,Dolby Labs,1
443,Riedel Communications,1
444,"Audio Experiences Lead, Facebook Reality Labs",1
445,University of Montreal,1
446,d&b audiotechnik,1
447,Gimlet Media,1
448,Salsa Sound Ltd,1
449,"JJR Acoustics, LLC",1
450,Shocklee Entertainment,1
451,"Chief Technology Officer, New York Public Radio",1
452,Camilo Silva F. Mastering,1
453,AudioScenic,1
454,"President, NYAV Post",1
455,"CCRMA, Stanford University",1
456,Atlantic Records/Hamilton Cast Album,1
457,"MainStreaming, Inc.",1
458,Altar Recording Studios,1
459,"beBlue Co., Ltd.",1
460,Triton Digital,1
461,GRAMMY Museum,1
462,"Director of Engineering, New York Public Radio",1
463,NBCUniversal,1
464,ATSC Group,1
465,Abbey Road Studios,1
466,Independent,1
467,Walters-Storyk Design Group,1
468,"S Systems, Inc.",1
469,CJS Labs,1
470,Acoustical Society of America,1
471,Firehouse Productions,1
472,Embody VR,1
473,University of Stuttgart,1
474,"Staff Sergeant, United States Military Academy Band",1
475,"Listen, Inc.",1
476,Dolby Laboratories Inc.,1
477,"Technical Director, Gimlet Media",1
478,Jessica Thompson Audio,1
479,Audiokinetic,1
480,Vocal Producer and Multi Platinum Engineer,1
481,Professional Wireless Systems,1
482,Gold-Diggers Sound,1
483,College of San Mateo,1
484,San Francisco Symphony,1
485,University of Oldenburg,1
486,QSC,1
487,Fivethirteen Recording,1
488,Useful Industries,1
489,,1
490,JBL/Harman Professional Solutions,1
491,Recording engineer,1
492,University of the Highlands & Islands,1
493,VEVA Sound,1
494,"NowNet Arts, Inc.",1
495,Pineapple Street Media,1
496,Harman International Inc.,1
497,Happy Robotz,1
498,SMPTE,1
499,Whitlock Consulting,1
500,Naked Productions,1
501,"Acoustical Engineer, Shure Inc.",1
502,New York Public Library,1
503,Wilmer Sound,1
504,"Co-Founder & COO, Wilmer Sound",1
505,Centre for Digital Music,1
506,Lectrosonics,1
507,Women's Audio Mission,1
508,Willie Green Music,1
509,Hampton University,1
510,M Works Studios/iZotope/Berklee College of Music,1
511,M Works Mastering,1
512,Nagoya Institute of Technology,1
513,"Institute d’Alembert, Group Lutheries—Acoustique-Musique",1
514,Technical University Dresden,1
515,Hommbru GmbH,1
516,Zylia sp. z o.o.,1
517,Panasonic Automotive,1
